indicator_id,database,total_count,missing_count,missing_percentage,indicator_label
ROFST.H.1.RUR.Q2.M,sdg,351,0,0.0,"Out-of-school rate for children of primary school age, rural, second quintile, male (household survey data) (%)"
CR.3.URB.M.WPIA,sdg,241,0,0.0,"Completion rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)"
ROFST.H.3.Q2.M.LPIA,sdg,273,0,0.0,"Out-of-school rate for youth of upper secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
CR.3.Q3.GPIA,sdg,272,0,0.0,"Completion rate, upper secondary education, middle quintile, adjusted gender parity index (GPIA)"
ICTSKILLTRANSFERFILE.LPIA,sdg,145,0,0.0,"Proportion of youth and adults who have Transferred files between a computer and other devices, adjusted location parity index (LPIA)"
ICTSKILLTRANSFERFILE.AG15T24.F,sdg,249,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, 15-24 years old, female (%)"
OAEPG.H.1.URB.Q5.F,sdg,559,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, richest quintile, female (household survey data) (%)"
ROFST.H.2.M,sdg,650,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, male (household survey data) (%)"
CR.3.RUR.Q1,sdg,610,0,0.0,"Completion rate, upper secondary education, rural, poorest quintile, both sexes (%)"
CR.1.Q5,sdg,689,0,0.0,"Completion rate, primary education, richest quintile, both sexes (%)"
LR.AG15T24.URB.GPIA,sdg,641,0,0.0,"Youth literacy rate, population 15-24 years, urban, adjusted gender parity index (GPIA)"
ICTSKILLSOFTWARE.AGUNDER15Y.GPIA,sdg,69,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, under 15 years old, adjusted gender parity index (GPIA)"
ROFST.H.3.Q2.LPIA,sdg,276,0,0.0,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.F,sdg,361,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.3.Q2,sdg,628,0,0.0,"Out-of-school rate for youth of upper secondary school age, second quintile, both sexes (household survey data) (%)"
MATH.G2T3.F,sdg,75,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, female (%)"
READ.PRIMARY.HIGHSES,sdg,224,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
CR.3.RUR.F.WPIA,sdg,245,0,0.0,"Completion rate, upper secondary education, rural, female, adjusted wealth parity index (WPIA)"
GAR.5T8.URB.Q4.M,sdg,20,0,0.0,"Gross attendance ratio for tertiary education, urban, fourth quintile, male (%)"
ICTSKILLSOFTWARE.AG75OROVER.GPIA,sdg,50,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, 75 years old or over, adjusted gender parity index (GPIA)"
ROFST.H.2.Q3.M.LPIA,sdg,279,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ICTSKILLFORMULA.AG75OROVER,sdg,81,0,0.0,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, 75 years old or over, both sexes (%)"
ICTSKILLSOFTWARE.M,sdg,249,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)"
ICTSKILLSOFTWARE.AG25T74,sdg,221,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, 25-74 years old, both sexes (%)"
CR.2.Q2.M.LPIA,sdg,277,0,0.0,"Completion rate, lower secondary education, second quintile, male, adjusted location parity index (LPIA)"
CR.2.RUR.GPIA,sdg,569,0,0.0,"Completion rate, lower secondary education, rural, adjusted gender parity index (GPIA)"
ICTSKILLCREAT.URB.GPIA,sdg,151,0,0.0,"Proportion of youth and adults who have created electronic presentations with presentation software, urban, adjusted gender parity index (GPIA)"
TATTRR.1.F,sdg,264,0,0.0,"Teacher attrition rate from primary education, female (%)"
GAR.5T8.URB.Q4.F,sdg,21,0,0.0,"Gross attendance ratio for tertiary education, urban, fourth quintile, female (%)"
ROFST.H.1.ABL.M,sdg,21,0,0.0,"Out-of-school rate, primary education, not disabled, male (household survey data) (%)"
LR.AG15T24.LPIA,sdg,696,0,0.0,"Youth literacy rate, population 15-24 years, adjusted location parity index (LPIA)"
ICTSKILLPROGLANG.F.LPIA,sdg,114,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female, adjusted location parity index (LPIA)"
FHLANGILP.PRIMARY.HIGHSES,sdg,51,0,0.0,"Percentage of students at the end of primary education who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)"
ICTSKILLCONNEC.URB.GPIA,sdg,103,0,0.0,"Proportion of youth and adults who have connected and installed new devices, urban, adjusted gender parity index (GPIA)"
TATTRR.2T3.GPIA,sdg,178,0,0.0,"Teacher attrition rate from secondary education, adjusted gender parity index (GPIA)"
ROFST.H.3.Q3.M.LPIA,sdg,276,0,0.0,"Out-of-school rate for youth of upper secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ICTSKILLPROGLANG.RUR.M,sdg,123,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, rural, male (%)"
ICTSKILLCOPI.URB.GPIA,sdg,72,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, urban, adjusted gender parity index (GPIA)"
ICTSKILLPROGLANG.URB.M,sdg,134,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, urban, male (%)"
ESG.LOWERSEC.URBAN,sdg,39,0,0.0,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, urban (%)"
ESG.LOWERSEC.NCOG.CONF.GPIA,sdg,54,0,0.0,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted gender parity index (GPIA)
MATH.LOWERSEC.NONLANGTEST,sdg,464,0,0.0,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
ESG.LOWERSEC.COGN,sdg,67,0,0.0,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, both sexes (%)"
OAEPG.H.1.Q1.M.LPIA,sdg,103,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ESG.LOWERSEC.NCOG.ENJO.URBAN,sdg,44,0,0.0,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, urban (%)"
READ.LOWERSEC.LANGTEST,sdg,446,0,0.0,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
EA.S1T8.AG25T99.Q5.GPIA,sdg,106,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
MATH.PRIMARY.LANGTEST,sdg,190,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
CR.3.Q5.F.LPIA,sdg,261,0,0.0,"Completion rate, upper secondary education, richest quintile, female, adjusted location parity index (LPIA)"
ESG.LOWERSEC.NCOG.CONF.F,sdg,54,0,0.0,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, female (%)"
MATH.LOWERSEC.NPIA,sdg,452,0,0.0,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
OAEPG.H.1.Q5.M.LPIA,sdg,103,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
PER.BULLIED.1.M,sdg,220,0,0.0,"Percentage of students experiencing bullying in the last 12 months in primary education, male (%)"
ESG.LOWERSEC.WPIA,sdg,54,0,0.0,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted wealth parity index (WPIA)
OAEPG.H.1.F.LPIA,sdg,121,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female, adjusted location parity index (household survey data) (LPIA)"
DL.YOUNGERADULTS,sdg,31,0,0.0,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, younger adults (%)"
READ.LOWERSEC,sdg,487,0,0.0,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)"
TATTRR.2T3.V.F,sdg,147,0,0.0,"Teacher attrition rate from vocational secondary education, female (%)"
OAEPG.H.1.Q5.F.LPIA,sdg,100,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ESG.LOWERSEC.COGN.LOWSES,sdg,67,0,0.0,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, low socio-economic status (%)"
OAEPG.H.2.URB.M.WPIA,sdg,99,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ICTSKILLPROGLANG.M.LPIA,sdg,122,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.F.WPIA,sdg,101,0,0.0,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female, adjusted wealth parity index (WPIA)"
GAR.5T8.RUR.Q5.M,sdg,20,0,0.0,"Gross attendance ratio for tertiary education, rural, richest quintile, male (%)"
GAR.5T8.Q4.F,sdg,21,0,0.0,"Gross attendance ratio for tertiary education, fourth quintile, female (%)"
ESG.LOWERSEC.COGN.LPIA,sdg,53,0,0.0,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension – adjusted location parity index (LPIA)
YADULT.PROFILITERACY.WPIA,sdg,38,0,0.0,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted wealth parity index (WPIA)"
OAEPG.H.2.Q1.GPIA,sdg,107,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
MATH.G2T3.RURAL,sdg,50,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
OAEPG.H.1.Q5.GPIA,sdg,107,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
YADULT.PROFINUMERACY.HIGHSES,sdg,38,0,0.0,"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, high socio-economic status (%)"
TATTRR.2.F,sdg,154,0,0.0,"Teacher attrition rate from lower secondary education, female (%)"
MATH.LOWERSEC.LPIA,sdg,311,0,0.0,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)"
ICTSKILLDUPLIC.F.LPIA,sdg,117,0,0.0,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female, adjusted location parity index (LPIA)"
OAEPG.H.2.Q5.M.LPIA,sdg,101,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
GAR.5T8.RUR.Q2.F,sdg,20,0,0.0,"Gross attendance ratio for tertiary education, rural, second quintile, female (%)"
ICTSKILLPROGLANG.AG75OROVER.F,sdg,19,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, 75 years old or over, female (%)"
ICTSKILLSOFTWARE.AG75OROVER.F,sdg,54,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, 75 years old or over, female (%)"
MATH.G2T3.URBAN,sdg,50,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
ICTSKILLCONNEC.RUR.F,sdg,92,0,0.0,"Proportion of youth and adults who have connected and installed new devices, rural, female (%)"
TATTRR.3.F,sdg,115,0,0.0,"Teacher attrition rate from upper secondary education, female (%)"
PREPFUTURE.1.READ,sdg,243,0,0.0,"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)"
ICTSKILLCREAT.M.LPIA,sdg,140,0,0.0,"Proportion of youth and adults who have created electronic presentations with presentation software, male, adjusted location parity index (LPIA)"
TSALARY.3,sdg,171,0,0.0,"Average teacher salary in upper secondary education relative to other professions requiring a comparable level of qualification, both sexes"
READ.PRIMARY.LTPIA,sdg,179,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
READ.PRIMARY.URBAN,sdg,213,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
CR.1.M.DPIA,sdg,23,0,0.0,"Completion rate, primary education, male, adjusted disability parity index (DPIA)"
GCS.LOWERSEC.NCOG.GLOC.LOWSES,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.FREE.GPIA,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, adjusted gender parity index (GPIA)"
CR.2.DIS.M,sdg,23,0,0.0,"Completion rate, lower secondary education, disabled, male (%)"
CR.1.F.DPIA,sdg,24,0,0.0,"Completion rate, primary education, female, adjusted disability parity index (DPIA)"
GCS.LOWERSEC.RURAL,sdg,21,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, rural (%)"
GCS.LOWERSEC.COG.GPIA,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.GEQU.GPIA,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.SDEV.HIGHSES,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, high socio-economic status (%)"
GCS.LOWERSEC.LOWSES,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, low socio-economic status (%)"
ROFST.H.3.DIS.F,sdg,14,0,0.0,"Out-of-school rate, upper secondary education, disabled, female (household survey data) (%)"
ROFST.H.2.ABL.F,sdg,21,0,0.0,"Out-of-school rate, lower secondary education, not disabled, female (household survey data) (%)"
CR.3.ABL.GPIA,sdg,19,0,0.0,"Completion rate, upper secondary education, not disabled, adjusted gender parity index (GPIA)"
ROFST.H.1.M.DPIA,sdg,21,0,0.0,"Out-of-school rate, primary education, male, adjusted disability parity index (DPIA)"
ROFST.H.3.F.DPIA,sdg,14,0,0.0,"Out-of-school rate, upper secondary education, female, adjusted disability parity index (DPIA)"
LR.AG25T64.Q5.M,sdg,247,0,0.0,
GAR.5T8.RUR.WPIA,sdg,265,0,0.0,
SCHBSP.2T3.WINTERN,sdg,898,0,0.0,
SCHBSP.1.WINTERN,sdg,848,0,0.0,
LR.AG15T24.WPIA,sdg,341,0,0.0,
GAR.5T8.Q1.M,sdg,23,0,0.0,
SAP.2.F,opri,5034,0,0.0,"School age population, lower secondary education, female (number)"
26539,opri,2001,0,0.0,"Asia: Students from Jordan, both sexes (number)"
SLE.1.GPIA,opri,3728,0,0.0,"School life expectancy, primary, adjusted gender parity index (GPIA)"
PRP.1,opri,3462,0,0.0,Percentage of enrolment in primary education in private institutions (%)
26591,opri,2001,0,0.0,"Europe: Students from Italy, both sexes (number)"
26526,opri,1994,0,0.0,"Asia: Students from Brunei Darussalam, both sexes (number)"
21507,opri,3067,0,0.0,"Repeaters in Grade 4 of primary education, female (number)"
SAP.3.F,opri,5038,0,0.0,"School age population, upper secondary education, female (number)"
E.5T8.FOREIGN.ORG40540,opri,1979,0,0.0,"Inbound internationally mobile students from sub-Saharan Africa, both sexes (number)"
26550,opri,1997,0,0.0,"Asia: Students from Mongolia, both sexes (number)"
NERT.3.CP,opri,2593,0,0.0,"Total net enrolment rate, upper secondary, both sexes (%)"
20077,opri,3035,0,0.0,"Enrolment in post-secondary non-tertiary education, female (number)"
SLE.02.F,opri,3141,0,0.0,"School life expectancy, pre-primary, female (years)"
21510,opri,3219,0,0.0,"Repeaters in Grade 6 of primary education, both sexes (number)"
X.USCONST.2T3.FSGOV,opri,1817,0,0.0,"Government expenditure on secondary education, constant US$ (millions)"
26524,opri,2011,0,0.0,"Asia: Students from Bangladesh, both sexes (number)"
X.PPPCONST.5T8.FSGOV,opri,1876,0,0.0,"Government expenditure on tertiary education, constant PPP$ (millions)"
41925,opri,2803,0,0.0,"Repeaters in Grade 2 of lower secondary general education, female (number)"
GER.1T8.GPIA,opri,2457,0,0.0,"Gross enrolment ratio, primary to tertiary, adjusted gender parity index (GPIA)"
26480,opri,1998,0,0.0,"Caribbean and Central America: Students from Belize, both sexes (number)"
SAP.1.GLAST,opri,5138,0,0.0,"School age population, last grade of primary education, both sexes (number)"
20062,opri,4077,0,0.0,"Enrolment in primary education, both sexes (number)"
NERT.2.F.CP,opri,2036,0,0.0,"Total net enrolment rate, lower secondary, female (%)"
41914,opri,3199,0,0.0,"Repeaters in primary education, all grades, male (number)"
GER.1.M,opri,3945,0,0.0,"Gross enrolment ratio, primary, male (%)"
26580,opri,1999,0,0.0,"Europe: Students from the Czechia, both sexes (number)"
GGR.6T7.GPIA,opri,1713,0,0.0,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)"
X.PPPCONST.3.FSGOV,opri,1459,0,0.0,"Government expenditure on upper secondary education, constant PPP$ (millions)"
GER.1T3.F,opri,3310,0,0.0,"Gross enrolment ratio, primary and secondary, female (%)"
X.US.1.FSGOV,opri,1871,0,0.0,"Government expenditure on primary education, US$ (millions)"
20063,opri,4035,0,0.0,"Enrolment in primary education, female (number)"
SLE.02.M,opri,3141,0,0.0,"School life expectancy, pre-primary, male (years)"
SLE.1T8.GPIA,opri,2396,0,0.0,"School life expectancy, primary to tertiary, adjusted gender parity index (GPIA)"
REPR.1.G3.F.CP,opri,2258,0,0.0,"Repetition rate in Grade 3 of primary education, female (%)"
299905,opri,5287,0,0.0,Official entrance age to primary education (years)
REPR.2.G4.F.CP,opri,3962,0,0.0,"Repetition rate in Grade 4 of lower secondary general education, female (%)"
26521,opri,1999,0,0.0,"Asia: Students from Armenia, both sexes (number)"
26504,opri,1999,0,0.0,"North America: Students from unknown countries, both sexes (number)"
NERT.3.M.CP,opri,2463,0,0.0,"Total net enrolment rate, upper secondary, male (%)"
SLE.1T2,opri,3461,0,0.0,"School life expectancy, primary and lower secondary, both sexes (years)"
FTP.2T3,opri,2572,0,0.0,Percentage of teachers in secondary education who are female (%)
OFST.2T3.F.CP,opri,2381,0,0.0,"Out-of-school adolescents and youth of secondary school age, female (number)"
E.5T8.FOREIGN.ORG40530,opri,1955,0,0.0,"Inbound internationally mobile students from Central and Eastern Europe, both sexes (number)"
ROFST.1T3.CP,sdg,2404,0,0.0,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)"
ROFST.H.3.Q3,sdg,628,0,0.0,"Out-of-school rate for youth of upper secondary school age, middle quintile, both sexes (household survey data) (%)"
CR.3.URB.Q4.F,sdg,636,0,0.0,"Completion rate, upper secondary education, urban, fourth quintile, female (%)"
GAR.5T8.RUR.M,sdg,672,0,0.0,"Gross attendance ratio for tertiary education, rural, male (%)"
CR.3.RUR.M,sdg,1057,0,0.0,"Completion rate, upper secondary education, rural, male (%)"
CR.3.Q2.F.LPIA,sdg,252,0,0.0,"Completion rate, upper secondary education, second quintile, female, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.RUR.F,sdg,1238,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, female (%)"
ROFST.1.GPIA.CP,sdg,2288,0,0.0,"Out-of-school rate for children of primary school age, adjusted gender parity index (GPIA)"
CR.1.RUR.WPIA,sdg,527,0,0.0,"Completion rate, primary education, rural, adjusted wealth parity index (WPIA)"
ROFST.H.1.URB.M.WPIA,sdg,276,0,0.0,"Out-of-school rate for children of primary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
CR.1.RUR.Q3.M,sdg,604,0,0.0,"Completion rate, primary education, rural, middle quintile, male (%)"
ROFST.H.3.URB,sdg,980,0,0.0,"Out-of-school rate for youth of upper secondary school age, urban, both sexes (household survey data) (%)"
ICTSKILLCOPI.F,sdg,190,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, female (%)"
EA.4T8.AG25T99.URB.F,sdg,1119,0,0.0,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, female (%)"
EA.4T8.AG25T99.RUR.F,sdg,1094,0,0.0,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, female (%)"
EA.5T8.AG25T99.URB,sdg,1126,0,0.0,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, both sexes (%)"
ROFST.H.1.RUR.Q3,sdg,590,0,0.0,"Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)"
LR.AG15T24.URB,sdg,753,0,0.0,"Youth literacy rate, population 15-24 years, urban, both sexes (%)"
EA.2T8.AG25T99.URB,sdg,1330,0,0.0,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, both sexes (%)"
OAEPG.H.2.Q5,sdg,382,0,0.0,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.RUR,sdg,565,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, both sexes (household survey data) (%)"
LR.AG15T99.LPIA,sdg,486,0,0.0,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)"
YEARS.FC.FREE.02,sdg,4274,0,0.0,Number of years of free pre-primary education guaranteed in legal frameworks
ADMI.GRADE2OR3PRIM.MAT,sdg,2400,0,0.0, Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)
ROFST.1T2.M.CP,sdg,2181,0,0.0,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)"
CR.1.URB.Q4.GPIA,sdg,282,0,0.0,"Completion rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
ICTSKILLCOPI.AG15T24.M,sdg,167,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, 15-24 years old, male (%)"
ROFST.H.1.Q3,sdg,610,0,0.0,"Out-of-school rate for children of primary school age, middle quintile, both sexes (household survey data) (%)"
EA.1T8.AG25T99.LPIA,sdg,1256,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.RUR.GPIA,sdg,1090,0,0.0,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
ROFST.H.3.Q3.F.LPIA,sdg,276,0,0.0,"Out-of-school rate for youth of upper secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
LR.AG65T99,sdg,878,0,0.0,"Elderly literacy rate, population 65+ years, both sexes (%)"
ICTSKILLTRANSFERFILE.AG25T74.GPIA,sdg,251,0,0.0,"Proportion of youth and adults who have Transferred files between a computer and other devices, 25-74 years old, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.RUR.GPIA,sdg,1238,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
PER.BULLIED.2.HIGHSES,sdg,257,0,0.0,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, high socio-economic status, both sexes (%)"
CR.3.RUR.Q3.GPIA,sdg,271,0,0.0,"Completion rate, upper secondary education, rural, middle quintile, adjusted gender parity index (GPIA)"
ROFST.2T3.CP,sdg,2460,0,0.0,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)"
NARA.AGM1.RUR.WPIA,sdg,511,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted wealth parity index (WPIA)"
ROFST.H.1.RUR.M.WPIA,sdg,276,0,0.0,"Out-of-school rate for children of primary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.Q1.F.LPIA,sdg,275,0,0.0,"Out-of-school rate for children of primary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M,sdg,648,0,0.0,"Out-of-school rate for children of primary school age, male (household survey data) (%)"
CR.3.RUR.Q1.F,sdg,594,0,0.0,"Completion rate, upper secondary education, rural, poorest quintile, female (%)"
SAP.2.G1.F,opri,5034,0,0.0,"Population of the official entrance age to secondary general education, female (number)"
SAP.4,opri,3506,0,0.0,"School age population, post-secondary non-tertiary education, both sexes (number)"
SAP.2T3.F,opri,5028,0,0.0,"School age population, secondary education, female (number)"
SLE.4.F,opri,2120,0,0.0,"School life expectancy, post-secondary non-tertiary, female (years)"
41920,opri,5261,0,0.0,"Repeaters in Grade 6 of lower secondary general education, male (number)"
40034,opri,2619,0,0.0,"Enrolment in early childhood education, male (number)"
41926,opri,3132,0,0.0,"Repeaters in Grade 3 of lower secondary general education, female (number)"
26422,opri,2018,0,0.0,"Africa: Students from Angola, both sexes (number)"
41909,opri,3060,0,0.0,"Repeaters in Grade 4 of primary education, male (number)"
20161,opri,2676,0,0.0,"Teachers in pre-primary education, female (number)"
SAP.2.M,opri,5034,0,0.0,"School age population, lower secondary education, male (number)"
40035,opri,4029,0,0.0,"Enrolment in primary education, male (number)"
20060,opri,3459,0,0.0,"Enrolment in pre-primary education, both sexes (number)"
26475,opri,899,0,0.0,"Inbound internationally mobile students from North America, the Caribbean and Central America, both sexes (number)"
26449,opri,2011,0,0.0,"Africa: Students from Madagascar, both sexes (number)"
26588,opri,2000,0,0.0,"Europe: Students from Hungary, both sexes (number)"
REPR.2.G5.F.CP,opri,4834,0,0.0,"Repetition rate in Grade 5 of lower secondary general education, female (%)"
41933,opri,3052,0,0.0,"Repeaters in Grade 1 of lower secondary general education, both sexes (number)"
SAP.1.F,opri,5136,0,0.0,"School age population, primary education, female (number)"
26488,opri,1998,0,0.0,"Caribbean and Central America: Students from El Salvador, both sexes (number)"
E.5T8.FOREIGN.ORG40505,opri,1975,0,0.0,"Inbound internationally mobile students from Central Asia, both sexes (number)"
999975,opri,5161,0,0.0,Official entrance age to lower secondary education (years)
26582,opri,1999,0,0.0,"Europe: Students from Estonia, both sexes (number)"
X.USCONST.4.FSGOV,opri,1851,0,0.0,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)"
MYS.1T8.AG25T99.F,opri,1206,0,0.0,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female"
26467,opri,2005,0,0.0,"Africa: Students from Eswatini, both sexes (number)"
NART.3.URB.Q2,opri,555,0,0.0,"Total net attendance rate, upper secondary, urban, second quintile, both sexes (%)"
SAP.0,opri,4320,0,0.0,"School age population, early childhood education, both sexes (number)"
26564,opri,2006,0,0.0,"Asia: Students from Turkey, both sexes (number)"
26552,opri,2015,0,0.0,"Asia: Students from Nepal, both sexes (number)"
26575,opri,2000,0,0.0,"Europe: Students from Belarus, both sexes (number)"
26547,opri,1978,0,0.0,"Asia: Students from Macao, Special Administrative Region of China, both sexes (number)"
42619,opri,2589,0,0.0,"Enrolment in tertiary education, ISCED 8 programmes, male (number)"
